PricingKey,ProductKey,ChannelKey,EffectiveDateKey,ChannelMRP,TransferPrice,MarginSpreadAmount,MarginSpreadPct,SourceSystem,ETL_LoadedAt
4535,137,1,20220501,2095.00,500.00,1595.00,319.00,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4536,230,1,20220501,2295.00,1035.00,1260.00,121.74,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4537,229,1,20220501,2295.00,1035.00,1260.00,121.74,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4538,228,1,20220501,2295.00,1035.00,1260.00,121.74,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4539,231,1,20220501,2295.00,1035.00,1260.00,121.74,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4540,226,1,20220501,2295.00,1035.00,1260.00,121.74,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4541,227,1,20220501,2295.00,1035.00,1260.00,121.74,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4542,80,1,20220501,2150.00,975.00,1175.00,120.51,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4543,79,1,20220501,2150.00,975.00,1175.00,120.51,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4544,78,1,20220501,2150.00,975.00,1175.00,120.51,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4545,81,1,20220501,2150.00,975.00,1175.00,120.51,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4546,76,1,20220501,2150.00,975.00,1175.00,120.51,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4547,77,1,20220501,2150.00,975.00,1175.00,120.51,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4548,313,1,20220501,2695.00,1150.00,1545.00,134.35,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4549,312,1,20220501,2695.00,1150.00,1545.00,134.35,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4550,311,1,20220501,2695.00,1150.00,1545.00,134.35,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4551,314,1,20220501,2695.00,1150.00,1545.00,134.35,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4552,309,1,20220501,2695.00,1150.00,1545.00,134.35,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4553,310,1,20220501,2695.00,1150.00,1545.00,134.35,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4554,270,1,20220501,2195.00,930.00,1265.00,136.02,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4555,269,1,20220501,2195.00,930.00,1265.00,136.02,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4556,268,1,20220501,2195.00,930.00,1265.00,136.02,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4557,271,1,20220501,2195.00,930.00,1265.00,136.02,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4558,266,1,20220501,2195.00,930.00,1265.00,136.02,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4559,267,1,20220501,2195.00,930.00,1265.00,136.02,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4560,248,1,20220501,1795.00,780.00,1015.00,130.13,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4561,247,1,20220501,1795.00,780.00,1015.00,130.13,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4562,246,1,20220501,1795.00,780.00,1015.00,130.13,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4563,249,1,20220501,1795.00,780.00,1015.00,130.13,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4564,244,1,20220501,1795.00,780.00,1015.00,130.13,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4565,245,1,20220501,1795.00,780.00,1015.00,130.13,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4566,1099,1,20220501,1695.00,340.00,1355.00,398.53,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4567,1097,1,20220501,1695.00,340.00,1355.00,398.53,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4568,1096,1,20220501,1695.00,340.00,1355.00,398.53,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4569,1095,1,20220501,1695.00,340.00,1355.00,398.53,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4570,1098,1,20220501,1695.00,340.00,1355.00,398.53,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4571,440,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4572,438,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4573,437,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4574,436,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4575,439,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4576,1226,1,20220501,2195.00,440.00,1755.00,398.86,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4577,1225,1,20220501,2195.00,440.00,1755.00,398.86,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4578,1224,1,20220501,2195.00,440.00,1755.00,398.86,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4579,1227,1,20220501,2195.00,440.00,1755.00,398.86,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4580,1222,1,20220501,2195.00,440.00,1755.00,398.86,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4581,1223,1,20220501,2195.00,440.00,1755.00,398.86,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4582,110,1,20220501,2695.00,540.00,2155.00,399.07,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4583,109,1,20220501,2695.00,540.00,2155.00,399.07,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4584,108,1,20220501,2695.00,540.00,2155.00,399.07,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4585,111,1,20220501,2695.00,540.00,2155.00,399.07,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4586,106,1,20220501,2695.00,540.00,2155.00,399.07,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4587,107,1,20220501,2695.00,540.00,2155.00,399.07,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4588,152,1,20220501,2795.00,550.00,2245.00,408.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4589,151,1,20220501,2795.00,550.00,2245.00,408.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4590,150,1,20220501,2795.00,550.00,2245.00,408.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4591,153,1,20220501,2795.00,550.00,2245.00,408.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4592,148,1,20220501,2795.00,550.00,2245.00,408.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4593,149,1,20220501,2795.00,550.00,2245.00,408.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4594,1185,1,20220501,1595.00,314.00,1281.00,407.96,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4595,1183,1,20220501,1595.00,314.00,1281.00,407.96,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4596,1182,1,20220501,1595.00,314.00,1281.00,407.96,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4597,1181,1,20220501,1595.00,314.00,1281.00,407.96,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4598,1184,1,20220501,1595.00,314.00,1281.00,407.96,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4599,319,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4600,318,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4601,317,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4602,320,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4603,315,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4604,316,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4605,337,1,20220501,1895.00,395.00,1500.00,379.75,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4606,336,1,20220501,1895.00,395.00,1500.00,379.75,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4607,335,1,20220501,1895.00,395.00,1500.00,379.75,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4608,338,1,20220501,1895.00,395.00,1500.00,379.75,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4609,333,1,20220501,1895.00,395.00,1500.00,379.75,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4610,334,1,20220501,1895.00,395.00,1500.00,379.75,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4611,367,1,20220501,2095.00,450.00,1645.00,365.56,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4612,366,1,20220501,2095.00,450.00,1645.00,365.56,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4613,365,1,20220501,2095.00,450.00,1645.00,365.56,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4614,368,1,20220501,2095.00,450.00,1645.00,365.56,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4615,363,1,20220501,2095.00,450.00,1645.00,365.56,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4616,364,1,20220501,2095.00,450.00,1645.00,365.56,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4617,379,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4618,378,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4619,377,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4620,380,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4621,375,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4622,376,1,20220501,1995.00,425.00,1570.00,369.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4623,391,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4624,390,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4625,389,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4626,392,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4627,387,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4628,388,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4629,397,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4630,396,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4631,395,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4632,398,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4633,393,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4634,394,1,20220501,3495.00,790.00,2705.00,342.41,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4635,408,1,20220501,3195.00,695.00,2500.00,359.71,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4636,407,1,20220501,3195.00,695.00,2500.00,359.71,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4637,406,1,20220501,3195.00,695.00,2500.00,359.71,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4638,409,1,20220501,3195.00,695.00,2500.00,359.71,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4639,404,1,20220501,3195.00,695.00,2500.00,359.71,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4640,405,1,20220501,3195.00,695.00,2500.00,359.71,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4641,86,1,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4642,85,1,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4643,84,1,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4644,87,1,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4645,82,1,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4646,83,1,20220501,5395.00,1295.00,4100.00,316.60,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4647,122,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4648,121,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4649,120,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4650,123,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4651,118,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4652,119,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4653,236,1,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4654,235,1,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4655,234,1,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4656,237,1,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4657,232,1,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4658,233,1,20220501,4295.00,995.00,3300.00,331.66,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4659,276,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4660,275,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4661,274,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4662,277,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4663,272,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4664,273,1,20220501,4895.00,1150.00,3745.00,325.65,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4665,1190,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4666,1189,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4667,1188,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4668,1191,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4669,1186,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4670,1187,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4671,1196,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4672,1195,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4673,1194,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4674,1197,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4675,1192,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4676,1193,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4677,1131,1,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4678,1130,1,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4679,1129,1,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4680,1132,1,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4681,1127,1,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4682,1128,1,20220501,3295.00,650.00,2645.00,406.92,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4683,1137,1,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4684,1136,1,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4685,1135,1,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4686,1138,1,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4687,1133,1,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4688,1134,1,20220501,2397.00,460.00,1937.00,421.09,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4689,1119,1,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4690,1118,1,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4691,1117,1,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4692,1120,1,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4693,1115,1,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4694,1116,1,20220501,3397.00,675.00,2722.00,403.26,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4695,1125,1,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4696,1124,1,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4697,1123,1,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4698,1126,1,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4699,1121,1,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4700,1122,1,20220501,2295.00,440.00,1855.00,421.59,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4701,1107,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4702,1106,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4703,1105,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4704,1108,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4705,1103,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4706,1104,1,20220501,3495.00,695.00,2800.00,402.88,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4707,1113,1,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4708,1112,1,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4709,1111,1,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4710,1114,1,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4711,1109,1,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4712,1110,1,20220501,2495.00,490.00,2005.00,409.18,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4713,1264,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4714,1263,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4715,1262,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4716,1265,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4717,1260,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4718,1261,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4719,1155,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4720,1154,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4721,1153,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4722,1156,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4723,1151,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4724,1152,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4725,1161,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4726,1160,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4727,1159,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4728,1162,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4729,1157,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4730,1158,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4731,1143,1,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4732,1142,1,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4733,1141,1,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4734,1144,1,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4735,1139,1,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4736,1140,1,20220501,3197.00,625.00,2572.00,411.52,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4737,1179,1,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4738,1178,1,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4739,1177,1,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4740,1180,1,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4741,1175,1,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4742,1176,1,20220501,2197.00,425.00,1772.00,416.94,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4743,1232,1,20220501,2997.00,595.00,2402.00,403.70,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4744,1231,1,20220501,2997.00,595.00,2402.00,403.70,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4745,1230,1,20220501,2997.00,595.00,2402.00,403.70,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4746,1233,1,20220501,2997.00,595.00,2402.00,403.70,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4747,1228,1,20220501,2997.00,595.00,2402.00,403.70,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4748,1229,1,20220501,2997.00,595.00,2402.00,403.70,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4749,1238,1,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4750,1237,1,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4751,1236,1,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4752,1239,1,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4753,1234,1,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4754,1235,1,20220501,2095.00,410.00,1685.00,410.98,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4755,1250,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4756,1249,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4757,1248,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4758,1251,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4759,1246,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4760,1247,1,20220501,3297.00,650.00,2647.00,407.23,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4761,1256,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4762,1255,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4763,1254,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4764,1257,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4765,1252,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4766,1253,1,20220501,2195.00,425.00,1770.00,416.47,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4767,1244,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4768,1243,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4769,1242,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4770,1245,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4771,1240,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4772,1241,1,20220501,2097.00,415.00,1682.00,405.30,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4773,1167,1,20220501,3295.00,640.00,2655.00,414.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4774,1166,1,20220501,3295.00,640.00,2655.00,414.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
4775,1165,1,20220501,3295.00,640.00,2655.00,414.84,May 2022 Pricing Master,2026-09-07T07:48:47.421676
