ProductKey,SKU,SourceSKU,StyleCode,Category,SubCategory,Size,Color,WeightKg,BaseMRP,TransferPrice,SourceSystem,CreatedDate
567,OS167_3XL,OS167_3XL,OS167,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
568,OS161_S,OS161_S,OS161,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
569,OS161_M,OS161_M,OS161,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
570,OS161_L,OS161_L,OS161,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
571,OS161_XL,OS161_XL,OS161,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
572,OS161_2XL,OS161_2XL,OS161,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
573,OS161_3XL,OS161_3XL,OS161,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
574,OS135_14274_S,OS135_14274_S,OS135_14274,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
575,OS135_14274_M,OS135_14274_M,OS135_14274,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
576,OS135_14274_L,OS135_14274_L,OS135_14274,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
577,OS135_14274_XL,OS135_14274_XL,OS135_14274,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
578,OS135_14274_2XL,OS135_14274_2XL,OS135_14274,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
579,OS137_14380_S,OS137_14380_S,OS137_14380,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
580,OS137_14380_M,OS137_14380_M,OS137_14380,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
581,OS137_14380_L,OS137_14380_L,OS137_14380,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
582,OS137_14380_XL,OS137_14380_XL,OS137_14380,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
583,OS137_14380_2XL,OS137_14380_2XL,OS137_14380,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
584,OS138_14206_S,OS138_14206_S,OS138_14206,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
585,OS138_14206_M,OS138_14206_M,OS138_14206,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
586,OS138_14206_L,OS138_14206_L,OS138_14206,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
587,OS138_14206_XL,OS138_14206_XL,OS138_14206,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
588,OS138_14206_2XL,OS138_14206_2XL,OS138_14206,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
589,OS139_14275_S,OS139_14275_S,OS139_14275,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
590,OS139_14275_M,OS139_14275_M,OS139_14275,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
591,OS139_14275_L,OS139_14275_L,OS139_14275,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
592,OS139_14275_XL,OS139_14275_XL,OS139_14275,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
593,OS139_14275_2XL,OS139_14275_2XL,OS139_14275,GOWN,Mix,STANDARD,Standard,0.400,2795.00,695.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
594,OS254_15374_S,OS254_15374_S,OS254_15374,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
595,OS254_15374_M,OS254_15374_M,OS254_15374,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
596,OS254_15374_L,OS254_15374_L,OS254_15374,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
597,OS254_15374_XL,OS254_15374_XL,OS254_15374,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
598,OS254_15374_2XL,OS254_15374_2XL,OS254_15374,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
599,OS254_15374_3XL,OS254_15374_3XL,OS254_15374,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
600,OS255_15375_S,OS255_15375_S,OS255_15375,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
601,OS255_15375_M,OS255_15375_M,OS255_15375,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
602,OS255_15375_L,OS255_15375_L,OS255_15375,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
603,OS255_15375_XL,OS255_15375_XL,OS255_15375,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
604,OS255_15375_2XL,OS255_15375_2XL,OS255_15375,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
605,OS255_15375_3XL,OS255_15375_3XL,OS255_15375,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
606,OS256_15376_S,OS256_15376_S,OS256_15376,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
607,OS256_15376_M,OS256_15376_M,OS256_15376,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
608,OS256_15376_L,OS256_15376_L,OS256_15376,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
609,OS256_15376_XL,OS256_15376_XL,OS256_15376,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
610,OS256_15376_2XL,OS256_15376_2XL,OS256_15376,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
611,OS256_15376_3XL,OS256_15376_3XL,OS256_15376,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
612,OS257_15377_S,OS257_15377_S,OS257_15377,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
613,OS257_15377_M,OS257_15377_M,OS257_15377,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
614,OS257_15377_L,OS257_15377_L,OS257_15377,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
615,OS257_15377_XL,OS257_15377_XL,OS257_15377,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
616,OS257_15377_2XL,OS257_15377_2XL,OS257_15377,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
617,OS257_15377_3XL,OS257_15377_3XL,OS257_15377,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
618,OS258_15378_S,OS258_15378_S,OS258_15378,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
619,OS258_15378_M,OS258_15378_M,OS258_15378,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
620,OS258_15378_L,OS258_15378_L,OS258_15378,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
621,OS258_15378_XL,OS258_15378_XL,OS258_15378,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
622,OS258_15378_2XL,OS258_15378_2XL,OS258_15378,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
623,OS258_15378_3XL,OS258_15378_3XL,OS258_15378,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
624,OS259_15379_S,OS259_15379_S,OS259_15379,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
625,OS259_15379_M,OS259_15379_M,OS259_15379,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
626,OS259_15379_L,OS259_15379_L,OS259_15379,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
627,OS259_15379_XL,OS259_15379_XL,OS259_15379,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
628,OS259_15379_2XL,OS259_15379_2XL,OS259_15379,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
629,OS259_15379_3XL,OS259_15379_3XL,OS259_15379,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
630,OS260_15380_S,OS260_15380_S,OS260_15380,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
631,OS260_15380_M,OS260_15380_M,OS260_15380,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
632,OS260_15380_L,OS260_15380_L,OS260_15380,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
633,OS260_15380_XL,OS260_15380_XL,OS260_15380,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
634,OS260_15380_2XL,OS260_15380_2XL,OS260_15380,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
635,OS260_15380_3XL,OS260_15380_3XL,OS260_15380,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
636,OS261_15381_S,OS261_15381_S,OS261_15381,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
637,OS261_15381_M,OS261_15381_M,OS261_15381,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
638,OS261_15381_L,OS261_15381_L,OS261_15381,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
639,OS261_15381_XL,OS261_15381_XL,OS261_15381,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
640,OS261_15381_2XL,OS261_15381_2XL,OS261_15381,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
641,OS261_15381_3XL,OS261_15381_3XL,OS261_15381,KURTA,Mix,STANDARD,Standard,0.300,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
642,OS263_15383_S,OS263_15383_S,OS263_15383,KURTA,Mix,STANDARD,Standard,0.300,1795.00,425.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
643,OS263_15383_M,OS263_15383_M,OS263_15383,KURTA,Mix,STANDARD,Standard,0.300,1795.00,425.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
644,OS263_15383_L,OS263_15383_L,OS263_15383,KURTA,Mix,STANDARD,Standard,0.300,1795.00,425.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
645,OS263_15383_XL,OS263_15383_XL,OS263_15383,KURTA,Mix,STANDARD,Standard,0.300,1795.00,425.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
646,OS263_15383_2XL,OS263_15383_2XL,OS263_15383,KURTA,Mix,STANDARD,Standard,0.300,1795.00,425.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
647,OS263_15383_3XL,OS263_15383_3XL,OS263_15383,KURTA,Mix,STANDARD,Standard,0.300,1795.00,425.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
648,OS1076_S,OS1076_S,OS1076,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
649,OS1076_M,OS1076_M,OS1076,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
650,OS1076_L,OS1076_L,OS1076,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
651,OS1076_XL,OS1076_XL,OS1076,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
652,OS1076_2XL,OS1076_2XL,OS1076,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
653,OS1076_3XL,OS1076_3XL,OS1076,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
654,OS1074_S,OS1074_S,OS1074,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
655,OS1074_M,OS1074_M,OS1074,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
656,OS1074_L,OS1074_L,OS1074,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
657,OS1074_XL,OS1074_XL,OS1074,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
658,OS1074_2XL,OS1074_2XL,OS1074,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
659,OS1074_3XL,OS1074_3XL,OS1074,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,1040.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
660,OS1060_S,OS1060_S,OS1060,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,950.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
661,OS1060_M,OS1060_M,OS1060,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,950.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
662,OS1060_L,OS1060_L,OS1060,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,950.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
663,OS1060_XL,OS1060_XL,OS1060,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,950.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
664,OS1060_2XL,OS1060_2XL,OS1060,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,950.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
665,OS1060_3XL,OS1060_3XL,OS1060,KURTA SET,Surmaya,STANDARD,Standard,0.400,2495.00,950.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
666,OS1086_S,OS1086_S,OS1086,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,940.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
667,OS1086_M,OS1086_M,OS1086,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,940.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
668,OS1086_L,OS1086_L,OS1086,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,940.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
669,OS1086_XL,OS1086_XL,OS1086,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,940.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
670,OS1086_2XL,OS1086_2XL,OS1086,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,940.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
671,OS1086_3XL,OS1086_3XL,OS1086,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,940.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
672,OS1087_S,OS1087_S,OS1087,KURTA SET,Surmaya,STANDARD,Standard,0.400,2250.00,925.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
673,OS1087_M,OS1087_M,OS1087,KURTA SET,Surmaya,STANDARD,Standard,0.400,2250.00,925.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
674,OS1087_L,OS1087_L,OS1087,KURTA SET,Surmaya,STANDARD,Standard,0.400,2250.00,925.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
675,OS1087_XL,OS1087_XL,OS1087,KURTA SET,Surmaya,STANDARD,Standard,0.400,2250.00,925.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
676,OS1087_2XL,OS1087_2XL,OS1087,KURTA SET,Surmaya,STANDARD,Standard,0.400,2250.00,925.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
677,OS1087_3XL,OS1087_3XL,OS1087,KURTA SET,Surmaya,STANDARD,Standard,0.400,2250.00,925.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
678,OS1051_S,OS1051_S,OS1051,KURTA SET,Surmaya,STANDARD,Standard,0.400,1995.00,900.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
679,OS1051_M,OS1051_M,OS1051,KURTA SET,Surmaya,STANDARD,Standard,0.400,1995.00,900.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
680,OS1051_L,OS1051_L,OS1051,KURTA SET,Surmaya,STANDARD,Standard,0.400,1995.00,900.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
681,OS1051_XL,OS1051_XL,OS1051,KURTA SET,Surmaya,STANDARD,Standard,0.400,1995.00,900.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
682,OS1051_2XL,OS1051_2XL,OS1051,KURTA SET,Surmaya,STANDARD,Standard,0.400,1995.00,900.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
683,OS1051_3XL,OS1051_3XL,OS1051,KURTA SET,Surmaya,STANDARD,Standard,0.400,1995.00,900.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
684,OS1137_S,OS1137_S,OS1137,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
685,OS1137_M,OS1137_M,OS1137,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
686,OS1137_L,OS1137_L,OS1137,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
687,OS1137_XL,OS1137_XL,OS1137,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
688,OS1137_2XL,OS1137_2XL,OS1137,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
689,OS1137_3XL,OS1137_3XL,OS1137,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
690,OS1144_S,OS1144_S,OS1144,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
691,OS1144_M,OS1144_M,OS1144,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
692,OS1144_L,OS1144_L,OS1144,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
693,OS1144_XL,OS1144_XL,OS1144,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
694,OS1144_2XL,OS1144_2XL,OS1144,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
695,OS1144_3XL,OS1144_3XL,OS1144,KURTA SET,Surmaya,STANDARD,Standard,0.400,2695.00,1150.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
696,OS1106_S,OS1106_S,OS1106,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,910.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
697,OS1106_M,OS1106_M,OS1106,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,910.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
698,OS1106_L,OS1106_L,OS1106,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,910.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
699,OS1106_XL,OS1106_XL,OS1106,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,910.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
700,OS1106_2XL,OS1106_2XL,OS1106,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,910.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
701,OS1106_3XL,OS1106_3XL,OS1106,KURTA SET,Surmaya,STANDARD,Standard,0.400,2150.00,910.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
702,OS147_15288_XS,OS147_15288_XS,OS147_15288,TOPS,Mix,STANDARD,Standard,0.200,1595.00,361.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
703,OS147_15288_S,OS147_15288_S,OS147_15288,TOPS,Mix,STANDARD,Standard,0.200,1595.00,361.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
704,OS147_15288_M,OS147_15288_M,OS147_15288,TOPS,Mix,STANDARD,Standard,0.200,1595.00,361.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
705,OS147_15288_L,OS147_15288_L,OS147_15288,TOPS,Mix,STANDARD,Standard,0.200,1595.00,361.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
706,OS147_15288_XL,OS147_15288_XL,OS147_15288,TOPS,Mix,STANDARD,Standard,0.200,1595.00,361.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
707,OS213_15284_XS,OS213_15284_XS,OS213_15284,TOPS,Mix,STANDARD,Standard,0.200,1695.00,375.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
708,OS213_15284_S,OS213_15284_S,OS213_15284,TOPS,Mix,STANDARD,Standard,0.200,1695.00,375.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
709,OS213_15284_M,OS213_15284_M,OS213_15284,TOPS,Mix,STANDARD,Standard,0.200,1695.00,375.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
710,OS213_15284_L,OS213_15284_L,OS213_15284,TOPS,Mix,STANDARD,Standard,0.200,1695.00,375.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
711,OS213_15284_XL,OS213_15284_XL,OS213_15284,TOPS,Mix,STANDARD,Standard,0.200,1695.00,375.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
712,OS169_S,OS169_S,OS169,KURTA,Mix,STANDARD,Standard,0.300,1795.00,435.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
713,OS169_M,OS169_M,OS169,KURTA,Mix,STANDARD,Standard,0.300,1795.00,435.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
714,OS169_L,OS169_L,OS169,KURTA,Mix,STANDARD,Standard,0.300,1795.00,435.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
715,OS169_XL,OS169_XL,OS169,KURTA,Mix,STANDARD,Standard,0.300,1795.00,435.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
716,OS169_2XL,OS169_2XL,OS169,KURTA,Mix,STANDARD,Standard,0.300,1795.00,435.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
717,OS169_3XL,OS169_3XL,OS169,KURTA,Mix,STANDARD,Standard,0.300,1795.00,435.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
718,OS142_XS,OS142_XS,OS142,TOPS,Mix,STANDARD,Standard,0.200,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
719,OS142_S,OS142_S,OS142,TOPS,Mix,STANDARD,Standard,0.200,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
720,OS142_M,OS142_M,OS142,TOPS,Mix,STANDARD,Standard,0.200,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
721,OS142_L,OS142_L,OS142,TOPS,Mix,STANDARD,Standard,0.200,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
722,OS142_XL,OS142_XL,OS142,TOPS,Mix,STANDARD,Standard,0.200,1695.00,395.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
723,OS144_XS,OS144_XS,OS144,TOPS,Mix,STANDARD,Standard,0.200,1795.00,425.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
724,OS144_S,OS144_S,OS144,TOPS,Mix,STANDARD,Standard,0.200,1795.00,425.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
725,OS144_M,OS144_M,OS144,TOPS,Mix,STANDARD,Standard,0.200,1795.00,425.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
726,OS144_L,OS144_L,OS144,TOPS,Mix,STANDARD,Standard,0.200,1795.00,425.00,May-2022 Pricing Master,2026-09-06T03:33:56.956769
