InventoryKey,SnapshotDateKey,ProductKey,StockOnHandQuantity,ReorderThreshold,StockValueAtCost,StockValueAtMRP,SourceSystem,ETL_LoadedAt
4712,20220601,5457,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4713,20220601,5459,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4714,20220601,4395,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4715,20220601,4400,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4716,20220601,4403,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4717,20220601,4416,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4718,20220601,4418,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4719,20220601,4430,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4720,20220601,4434,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4721,20220601,4435,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4722,20220601,4438,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4723,20220601,4441,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4724,20220601,4442,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4725,20220601,4448,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4726,20220601,4475,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4727,20220601,4476,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4728,20220601,4488,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4729,20220601,4497,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4730,20220601,4506,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4731,20220601,4512,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4732,20220601,4517,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4733,20220601,2915,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4734,20220601,2917,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4735,20220601,2920,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4736,20220601,2922,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4737,20220601,2924,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4738,20220601,2927,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4739,20220601,2930,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4740,20220601,2933,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4741,20220601,2935,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4742,20220601,2939,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4743,20220601,2945,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4744,20220601,2946,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4745,20220601,2952,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4746,20220601,2953,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4747,20220601,2958,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4748,20220601,2961,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4749,20220601,2963,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4750,20220601,2966,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4751,20220601,5463,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4752,20220601,5464,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4753,20220601,5465,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4754,20220601,5469,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4755,20220601,5470,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4756,20220601,5473,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4757,20220601,5482,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4758,20220601,5485,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4759,20220601,5486,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4760,20220601,5488,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4761,20220601,5492,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4762,20220601,5493,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4763,20220601,5511,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4764,20220601,5518,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4765,20220601,5524,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4766,20220601,5528,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4767,20220601,5531,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4768,20220601,5541,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4769,20220601,5547,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4770,20220601,5548,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4771,20220601,5551,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4772,20220601,5552,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4773,20220601,5557,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4774,20220601,5559,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4775,20220601,5562,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4776,20220601,5563,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4777,20220601,5564,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4778,20220601,5567,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4779,20220601,5568,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4780,20220601,5573,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4781,20220601,5575,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4782,20220601,5576,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4783,20220601,5579,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4784,20220601,5585,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4785,20220601,5590,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4786,20220601,5598,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4787,20220601,5611,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4788,20220601,5614,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4789,20220601,5616,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4790,20220601,5623,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4791,20220601,5624,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4792,20220601,5626,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4793,20220601,5629,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4794,20220601,5630,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4795,20220601,5638,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4796,20220601,5644,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4797,20220601,5645,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4798,20220601,5653,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4799,20220601,5659,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4800,20220601,5663,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4801,20220601,5664,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4802,20220601,5665,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4803,20220601,5667,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4804,20220601,5673,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4805,20220601,5675,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4806,20220601,5679,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4807,20220601,5680,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4808,20220601,5681,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4809,20220601,5682,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4810,20220601,5685,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4811,20220601,5701,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4812,20220601,5720,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4813,20220601,5724,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4814,20220601,5728,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4815,20220601,5733,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4816,20220601,5734,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4817,20220601,5735,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4818,20220601,5740,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4819,20220601,5743,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4820,20220601,5764,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4821,20220601,5777,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4822,20220601,5787,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4823,20220601,5790,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4824,20220601,5791,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4825,20220601,5799,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4826,20220601,5803,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4827,20220601,5804,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4828,20220601,5808,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4829,20220601,5829,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4830,20220601,5830,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4831,20220601,5837,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4832,20220601,5838,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4833,20220601,5840,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4834,20220601,5844,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4835,20220601,5851,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4836,20220601,5853,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4837,20220601,5863,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4838,20220601,5872,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4839,20220601,5880,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4840,20220601,5892,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4841,20220601,5901,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4842,20220601,5912,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4843,20220601,5923,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4844,20220601,5930,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4845,20220601,5932,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4846,20220601,5935,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4847,20220601,5936,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4848,20220601,5938,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4849,20220601,5940,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4850,20220601,5951,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4851,20220601,5956,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4852,20220601,5962,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4853,20220601,5964,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4854,20220601,5969,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4855,20220601,5972,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4856,20220601,5988,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4857,20220601,5996,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4858,20220601,5997,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4859,20220601,6002,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4860,20220601,6005,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4861,20220601,6018,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4862,20220601,6022,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4863,20220601,6029,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4864,20220601,6033,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4865,20220601,6038,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4866,20220601,6039,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4867,20220601,6040,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4868,20220601,7250,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4869,20220601,7252,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4870,20220601,7254,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4871,20220601,7256,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4872,20220601,7259,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4873,20220601,7261,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4874,20220601,7262,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4875,20220601,7265,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4876,20220601,7268,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4877,20220601,7273,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4878,20220601,7277,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4879,20220601,7278,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4880,20220601,7282,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4881,20220601,7287,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4882,20220601,7288,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4883,20220601,7290,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4884,20220601,7293,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4885,20220601,7295,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4886,20220601,7296,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4887,20220601,7300,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4888,20220601,7301,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4889,20220601,7303,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4890,20220601,7315,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4891,20220601,7332,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4892,20220601,7337,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4893,20220601,7338,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4894,20220601,7344,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4895,20220601,7345,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4896,20220601,7348,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4897,20220601,7350,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4898,20220601,7359,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4899,20220601,7362,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4900,20220601,7363,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4901,20220601,7371,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4902,20220601,7372,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4903,20220601,7373,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4904,20220601,7374,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4905,20220601,7376,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4906,20220601,7387,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4907,20220601,7390,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4908,20220601,7393,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4909,20220601,7395,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4910,20220601,7399,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4911,20220601,7400,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4912,20220601,7401,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4913,20220601,7408,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4914,20220601,7410,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4915,20220601,7418,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4916,20220601,7426,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4917,20220601,7440,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4918,20220601,7441,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4919,20220601,7443,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4920,20220601,7449,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4921,20220601,7454,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4922,20220601,7456,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4923,20220601,7463,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4924,20220601,7467,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4925,20220601,7477,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4926,20220601,7482,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4927,20220601,7496,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4928,20220601,7500,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4929,20220601,7502,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4930,20220601,7510,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4931,20220601,7514,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4932,20220601,7522,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4933,20220601,7528,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4934,20220601,7529,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4935,20220601,7539,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4936,20220601,7554,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4937,20220601,7555,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4938,20220601,7557,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4939,20220601,7562,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4940,20220601,7563,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4941,20220601,7564,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4942,20220601,7566,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4943,20220601,7571,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4944,20220601,7575,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4945,20220601,7579,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4946,20220601,7583,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4947,20220601,7585,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4948,20220601,7590,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4949,20220601,7597,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4950,20220601,7601,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4951,20220601,7603,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4952,20220601,7604,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4953,20220601,7612,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4954,20220601,7613,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4955,20220601,7615,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4956,20220601,7622,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4957,20220601,7626,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4958,20220601,7627,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4959,20220601,7633,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4960,20220601,7635,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4961,20220601,7640,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4962,20220601,7642,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4963,20220601,7644,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4964,20220601,7646,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4965,20220601,7647,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4966,20220601,7649,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4967,20220601,7650,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4968,20220601,7658,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4969,20220601,7661,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4970,20220601,7663,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4971,20220601,7666,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4972,20220601,7669,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4973,20220601,7675,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4974,20220601,7678,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4975,20220601,7680,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4976,20220601,7682,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4977,20220601,7683,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4978,20220601,7696,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4979,20220601,7698,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4980,20220601,7703,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4981,20220601,7714,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4982,20220601,7718,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4983,20220601,7721,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4984,20220601,7737,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4985,20220601,7748,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4986,20220601,7749,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4987,20220601,7751,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4988,20220601,7757,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4989,20220601,7762,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4990,20220601,7764,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4991,20220601,7765,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4992,20220601,7774,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4993,20220601,7781,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4994,20220601,7787,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4995,20220601,7790,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4996,20220601,7792,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4997,20220601,7794,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4998,20220601,7795,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
4999,20220601,7800,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5000,20220601,7806,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5001,20220601,7808,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5002,20220601,7810,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5003,20220601,7812,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5004,20220601,7813,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5005,20220601,7814,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5006,20220601,7820,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5007,20220601,7830,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5008,20220601,7832,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5009,20220601,7839,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5010,20220601,7843,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5011,20220601,7852,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5012,20220601,7856,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
5013,20220601,7860,0,10,0.00,0.00,Central Warehouse,2026-09-07T07:48:45.135810
