Country,State,City,Region,TotalOrders,TotalUnitsSold,GrossRevenue,NetRevenue,GlobalRevenueSharePct
IN,TELANGANA,"KATARAM, JAYASHANKAR BHUPALAPALLY DISTRICT",India,3,3,1784.00,1784.00,0.000000
IN,JHARKHAND,HAZARIBAGH,India,45,40,29528.61,27587.00,0.010000
IN,MADHYA PRADESH,NEEMUCH,India,8,6,5288.19,4432.00,0.000000
IN,MAHARASHTRA,MUMBAI 400063,India,1,1,888.00,888.00,0.000000
IN,KARNATAKA,DIST:BAGALKOT    TQ:HUNAGUND     CITY:KUDALSANGAM,India,1,0,0.00,0.00,0.000000
IN,TAMIL NADU,"POLUR,THIRUVANNAMALAI DISTRICT",India,2,2,399.00,399.00,0.000000
IN,CHHATTISGARH,VISHRAMPUR,India,5,5,3334.00,3334.00,0.000000
IN,KERALA,MANIPUZHA KOTTAYAM,India,1,1,267.00,267.00,0.000000
IN,ANDHRA PRADESH,KRISHNA DISTRICT,India,2,2,1592.00,1592.00,0.000000
IN,UTTAR PRADESH,NIVI,India,1,0,0.00,0.00,0.000000
IN,UTTAR PRADESH,BEHAT,India,1,1,468.00,468.00,0.000000
IN,ODISHA,VEDANTA JHARSUGUDA,India,1,1,653.00,653.00,0.000000
IN,RAJASTHAN,PUSHKAR,India,2,3,2155.00,2155.00,0.000000
IN,UTTAR PRADESH,KAMALGANJ,India,1,1,530.00,530.00,0.000000
IN,MAHARASHTRA,"MAHAD, RAIGAD",India,1,1,432.00,432.00,0.000000
IN,DELHI,NEW DELHINEW DELHI,India,1,1,696.00,696.00,0.000000
IN,GUJARAT,NALIYA,India,2,2,1083.00,495.00,0.000000
IN,KARNATAKA,TATTILLI,India,2,2,1390.00,1390.00,0.000000
IN,KERALA,ARANGOTTUKARA,India,1,0,0.00,0.00,0.000000
IN,TAMIL NADU,PAINKULAM,India,3,3,2033.19,1597.00,0.000000
IN,ASSAM,GUWAHATI 29,India,1,1,345.00,345.00,0.000000
IN,MAHARASHTRA,TALEGAON,India,2,2,1064.00,1064.00,0.000000
IN,TAMIL NADU,KAKKALUR,India,2,2,637.00,637.00,0.000000
IN,GOA,SOUTH - GOA,India,1,1,459.00,459.00,0.000000
IN,TAMIL NADU,VANDAVASI,India,1,1,1450.00,1450.00,0.000000
IN,MAHARASHTRA,"DOMBIVLI (EAST), THANE",India,1,1,788.00,788.00,0.000000
IN,GOA,CHIMBELPANJIM,India,1,1,543.00,543.00,0.000000
IN,KARNATAKA,"ULLAL, DERALAKATTE",India,1,1,788.00,788.00,0.000000
IN,ANDHRA PRADESH,CHEBROLE KHANDRIKA,India,1,1,376.00,376.00,0.000000
IN,WEST BENGAL,DARJEELINGD,India,1,1,1287.00,1287.00,0.000000
IN,MAHARASHTRA,NALLASOPARA (EAST),India,5,1,1140.43,589.00,0.000000
IN,MAHARASHTRA,"VASHI, NAVI MUMBAI",India,2,2,1064.00,1064.00,0.000000
IN,HARYANA,JAGADHARI,India,1,0,0.00,0.00,0.000000
IN,KERALA,KANJIRAMKULAM,India,1,1,735.00,735.00,0.000000
IN,GOA,ORLIM SALCETTE,India,1,1,574.00,574.00,0.000000
IN,MAHARASHTRA,"DOMBIVALI (EAST), THANE",India,1,1,399.00,399.00,0.000000
IN,ASSAM,"HOWAJAN,GOHPUR",India,1,1,487.00,487.00,0.000000
IN,RAJASTHAN,GULABPURA,India,2,0,983.81,0.00,0.000000
IN,GOA,"CURTORIM,SOUTH GOA",India,1,1,517.00,517.00,0.000000
IN,PUNJAB,GOINDWAL,India,1,1,460.00,460.00,0.000000
IN,KARNATAKA,TUMKUR DISTRICT,India,1,1,597.00,597.00,0.000000
IN,ASSAM,KAMPUR TOWN,India,1,1,684.00,684.00,0.000000
IN,KERALA,P. O. CHERPU,India,1,1,735.00,735.00,0.000000
IN,UTTAR PRADESH,"KALYANPUR,LUCKNOW",India,2,2,700.00,700.00,0.000000
IN,JHARKHAND,BADKAGAW,India,1,1,487.00,0.00,0.000000
IN,TAMIL NADU,NAGERCOIL,India,85,82,50105.63,37785.00,0.020000
IN,WEST BENGAL,"NEW TOWN, RAJARHAT",India,1,1,574.00,574.00,0.000000
IN,DELHI,GTB NAGAR,India,3,4,2387.00,2387.00,0.000000
IN,JHARKHAND,SIRKA,India,1,1,751.00,751.00,0.000000
IN,MAHARASHTRA,MEHKAR,India,6,4,3060.93,2002.00,0.000000
IN,ANDHRA PRADESH,SRIKAKULAM,India,53,51,31468.05,27765.00,0.010000
IN,KARNATAKA,BANNUR,India,2,0,0.00,0.00,0.000000
IN,TAMIL NADU,THIRUPPARANKUNDRAN,India,1,1,449.00,449.00,0.000000
IN,JAMMU & KASHMIR,BISHNAH,India,1,0,0.00,0.00,0.000000
IN,KARNATAKA,KAMPLI,India,1,1,571.00,571.00,0.000000
IN,TELANGANA,SECUNDERAB,India,1,1,641.00,641.00,0.000000
IN,TAMIL NADU,KOTHANALLUR,India,2,2,1103.00,1103.00,0.000000
IN,MADHYA PRADESH,TEKANPUR GWALIOR,India,1,1,475.00,475.00,0.000000
IN,TAMIL NADU,TAMBARAM,India,6,4,1572.00,1572.00,0.000000
IN,HARYANA,PATAUDI,India,9,8,6401.00,4652.00,0.000000
IN,KERALA,PATHIPPALAM,India,4,2,2870.00,0.00,0.000000
IN,ASSAM,LAKHIPUR CACHAR DISTRICT,India,3,4,1544.00,1544.00,0.000000
IN,ODISHA,TIKARPADA,India,1,1,487.00,487.00,0.000000
IN,HARYANA,RADAUR,India,2,2,2244.00,1122.00,0.000000
IN,JHARKHAND,BOKARO THERMAL,India,1,1,771.00,771.00,0.000000
IN,UTTAR PRADESH,SIDHPURA,India,1,1,495.00,495.00,0.000000
IN,MAHARASHTRA,MUMBAI -13,India,2,2,1407.00,1407.00,0.000000
IN,TAMIL NADU,NAGAMALAIPUDUKOTTAI,India,5,5,2206.00,2206.00,0.000000
IN,WEST BENGAL,KOKKATA,India,1,1,525.00,0.00,0.000000
UNITED STATES,NY,NEW YORK,North America,3441,10320,3149542.46,3021966.06,1.480000
AUSTRALIA,TX,AUSTIN,Asia-Pacific,214,666,204327.10,192349.33,0.100000
IN,UTTAR PRADESH,JHANSI,India,98,93,70634.68,66417.00,0.030000
IN,CHHATTISGARH,JASHPUR,India,2,2,2350.00,0.00,0.000000
IN,WEST BENGAL,BANKURA,India,20,20,14450.95,13770.00,0.010000
IN,UTTAR PRADESH,KASHGANJ,India,1,1,591.00,591.00,0.000000
IN,GUJARAT,PADRA,India,1,1,517.00,517.00,0.000000
IN,ANDHRA PRADESH,PULLA,India,1,1,721.00,721.00,0.000000
IN,KARNATAKA,BENGALORE,India,1,1,743.00,743.00,0.000000
IN,BIHAR,"HAJIPUR, VAISHALI",India,3,3,1787.00,1175.00,0.000000
IN,TAMIL NADU,PENNAGARAM,India,3,3,1909.00,1909.00,0.000000
IN,WEST BENGAL,BELGHORIA,India,4,4,2806.00,2806.00,0.000000
IN,BIHAR,ADAPUR,India,2,2,1320.00,0.00,0.000000
IN,GUJARAT,VYARA,India,12,12,9271.00,8074.00,0.000000
IN,MAHARASHTRA,TALASARI,India,5,6,3528.00,3528.00,0.000000
IN,KARNATAKA,SIDLAGHATTA,India,6,6,5769.00,5769.00,0.000000
IN,DELHI,AYA NAGAR,India,1,0,0.00,0.00,0.000000
IN,TELANGANA,CHENNUR,India,2,2,994.00,994.00,0.000000
IN,WEST BENGAL,BIDHAN NAGAR,India,111,104,67370.01,62690.00,0.030000
IN,HARYANA,ISMAILABAD,India,2,2,1447.00,1447.00,0.000000
IN,RAJASTHAN,BEAWER,India,1,1,666.00,666.00,0.000000
IN,MAHARASHTRA,DIST. RATNAGIRI. ( MOB. NO. 9860115770 ),India,1,1,460.00,460.00,0.000000
IN,ARUNACHAL PRADESH,NAHARLAGUN,India,22,23,19367.00,18203.00,0.010000
IN,CHHATTISGARH,PENDRA,India,2,1,1680.71,835.00,0.000000
IN,TAMIL NADU,BHAVANI,India,10,8,5053.00,5053.00,0.000000
IN,HIMACHAL PRADESH,KASOL,India,1,1,799.00,799.00,0.000000
IN,MADHYA PRADESH,DINDORI,India,4,4,3329.00,3329.00,0.000000
IN,UTTAR PRADESH,MALLAWAN,India,3,1,478.00,478.00,0.000000
IN,KARNATAKA,MALUR,India,3,4,2335.00,2335.00,0.000000
IN,MAHARASHTRA,KALWA,India,1,1,569.00,569.00,0.000000
IN,UTTAR PRADESH,BHINGA,India,3,2,1352.00,1352.00,0.000000
IN,MAHARASHTRA,"DOMBIVALI EAST,",India,1,1,560.00,560.00,0.000000
IN,ARUNACHAL PRADESH,ITANAGAR,India,57,56,41845.52,36372.00,0.020000
IN,KERALA,"PERUNNA, CHANGANACHERRY, KOTTAYAM",India,1,1,406.00,406.00,0.000000
IN,KERALA,PANMANA,India,6,5,1800.00,1800.00,0.000000
IN,MADHYA PRADESH,HIRAPUR,India,1,0,700.00,0.00,0.000000
IN,UTTAR PRADESH,BISHUNIPUR,India,4,4,3215.00,3215.00,0.000000
IN,GUJARAT,GAMBHOI/HIMMATNAGAR,India,1,1,453.00,453.00,0.000000
IN,MADHYA PRADESH,SUSNER,India,3,2,1581.14,1124.00,0.000000
IN,MAHARASHTRA,MURUD,India,6,6,3946.00,3946.00,0.000000
IN,ODISHA,KANTABANJI,India,1,1,399.00,399.00,0.000000
IN,ARUNACHAL PRADESH,NAHARLGUN NIRJULI,India,1,1,1099.00,1099.00,0.000000
IN,ANDHRA PRADESH,CHIPURUPALLE.  VIZIANAGARAM DIST,India,1,1,664.00,664.00,0.000000
IN,DELHI,WEST PATEL NAGAR,India,1,1,518.00,518.00,0.000000
IN,KARNATAKA,MULKY,India,1,1,721.00,721.00,0.000000
IN,KERALA,KALAMASSERYCOCHIN,India,1,1,379.00,379.00,0.000000
IN,KERALA,MANNANCHERY,India,1,1,854.00,854.00,0.000000
IN,UTTAR PRADESH,SEWARHI,India,2,2,1224.00,1224.00,0.000000
IN,ANDHRA PRADESH,GUNDIMEDA,India,2,1,399.00,399.00,0.000000
IN,KERALA,PULIKKAL,India,1,1,569.00,569.00,0.000000
IN,UTTAR PRADESH,INDRAPURI,India,1,1,363.00,363.00,0.000000
IN,MAHARASHTRA,RAIGAD,India,2,2,1924.00,1924.00,0.000000
IN,SIKKIM,MELLI,India,1,0,700.00,0.00,0.000000
IN,UTTAR PRADESH,RATH,India,3,2,593.00,593.00,0.000000
IN,TELANGANA,BODUPPAL,India,1,1,563.00,563.00,0.000000
IN,TAMIL NADU,MADHURAI UTHANGUDI,India,2,3,3322.00,3322.00,0.000000
IN,ANDHRA PRADESH,.GANNAVARAM,India,1,1,832.00,832.00,0.000000
IN,MAHARASHTRA,UDGIR,India,4,3,1942.48,1532.00,0.000000
IN,KARNATAKA,KOTTURU,India,2,2,2126.00,1063.00,0.000000
IN,ANDHRA PRADESH,DACHEPALLI,India,1,1,517.00,517.00,0.000000
IN,WEST BENGAL,MEMARI,India,1,1,690.00,690.00,0.000000
IN,UTTARAKHAND,KALADHUNGI HALDWANI,India,4,3,4167.04,3009.00,0.000000
IN,MAHARASHTRA,AMBERNATH,India,1,1,1163.00,1163.00,0.000000
IN,UTTAR PRADESH,GREATER NOIDA WEST SEC 2,India,2,2,1148.00,1148.00,0.000000
IN,RAJASTHAN,SIRIYASAR KALAN KA BAAS,India,1,1,399.00,399.00,0.000000
IN,PUNJAB,MUKTSAR,India,3,3,2057.00,2057.00,0.000000
IN,TAMIL NADU,ARUMBAVUR,India,1,0,0.00,0.00,0.000000
IN,KERALA,PADIYAM,India,1,1,1112.00,1112.00,0.000000
IN,MAHARASHTRA,NATEPUTE,India,2,1,962.81,459.00,0.000000
IN,MAHARASHTRA,PATAN,India,1,1,788.00,788.00,0.000000
IN,UTTAR PRADESH,HALDAUR DISTRICT BIJNOR,India,1,1,1099.00,1099.00,0.000000
IN,ANDHRA PRADESH,DRAKSHARAMAM,India,2,2,1380.00,1380.00,0.000000
IN,KERALA,"THAIKKATTUKARA P O, ALUVA",India,1,1,788.00,788.00,0.000000
IN,MADHYA PRADESH,BRG SHANGRI-LA  INDORE,India,1,1,549.00,549.00,0.000000
IN,WEST BENGAL,HASNABAD,India,1,1,526.00,526.00,0.000000
IN,ANDHRA PRADESH,"SABBAVARAM,VISAKHAPATNAM",India,2,2,798.00,798.00,0.000000
IN,UTTAR PRADESH,RAYA,India,1,1,696.00,696.00,0.000000
IN,MAHARASHTRA,"TALUKA-SHAHAPUR , DIST- THANE",India,1,1,825.00,825.00,0.000000
IN,TAMIL NADU,TIRUNELVELI-TOWN,India,1,1,435.00,435.00,0.000000
IN,MAHARASHTRA,MADANGAD,India,1,1,666.00,666.00,0.000000
IN,UTTAR PRADESH,KESOPUR SATHLA,India,1,1,612.00,612.00,0.000000
IN,WEST BENGAL,"DEBRA BAZAR, WEST MEDINIPUR",India,1,1,521.00,521.00,0.000000
IN,GUJARAT,UMBARGAM,India,1,1,499.00,499.00,0.000000
IN,HARYANA,SONIPAT,India,107,107,70565.00,65255.00,0.030000
IN,MEGHALAYA,JENGJAL WARIBOK,India,1,1,758.00,0.00,0.000000
IN,TELANGANA,JANGAON,India,9,8,5370.81,4467.00,0.000000
IN,RAJASTHAN,PALI,India,16,15,11099.00,9984.00,0.010000
IN,TAMIL NADU,HARUR,India,2,2,1326.00,1326.00,0.000000
IN,KERALA,KULANADA,India,1,0,350.48,0.00,0.000000
IN,ANDHRA PRADESH,"DUVVA, TANUKU MANDALAM,",India,1,1,1499.00,1499.00,0.000000
IN,TAMIL NADU,EDAIKODU,India,2,2,1089.00,1089.00,0.000000
IN,GUJARAT,MEHMDABAD,India,2,1,755.58,387.00,0.000000
IN,UTTAR PRADESH,SIRSI,India,1,1,345.00,345.00,0.000000
IN,MAHARASHTRA,"ANDHERI WEST, MUMBAI",India,4,3,2290.90,1493.00,0.000000
IN,KARNATAKA,HANAGANDI,India,1,1,626.00,626.00,0.000000
IN,GUJARAT,LUNAWADA,India,9,7,5054.84,3752.00,0.000000
IN,MAHARASHTRA,BEED,India,3,3,1951.00,1951.00,0.000000
IN,MAHARASHTRA,THANA,India,2,2,990.00,990.00,0.000000
IN,KERALA,PARIYARAM,India,2,2,781.00,781.00,0.000000
IN,PUNJAB,DHARIWAL. TEH & DISTT GURDASPUR,India,1,1,376.00,376.00,0.000000
IN,MAHARASHTRA,DARYAPUR BANOSA,India,4,4,2186.00,2186.00,0.000000
IN,UTTAR PRADESH,BAGHPAT,India,9,8,6343.00,6343.00,0.000000
IN,KERALA,QUILANDY,India,6,6,3978.00,3978.00,0.000000
IN,MAHARASHTRA,BASMATH,India,3,2,1960.19,1424.00,0.000000
IN,ASSAM,BELTOLA GUWAHATI,India,1,1,850.00,850.00,0.000000
IN,UTTAR PRADESH,BINDKI,India,4,4,3006.00,3006.00,0.000000
IN,KERALA,MULAVUKAD,India,2,2,1620.00,1620.00,0.000000
IN,GUJARAT,KOSAMBA,India,8,8,5224.00,4576.00,0.000000
IN,BIHAR,KHAGARIA,India,4,4,2320.00,2320.00,0.000000
IN,ODISHA,DIGAPAHANDI,India,2,1,612.00,612.00,0.000000
IN,PUNJAB,FATEHGARH PANJTOOR,India,3,3,2232.00,2232.00,0.000000
IN,KERALA,KOTTAYAM DIST,India,3,2,1901.43,1350.00,0.000000
IN,KARNATAKA,BENGALUR,India,3,3,1212.00,1212.00,0.000000
IN,ANDHRA PRADESH,ATMAKUR SRI POTTI SRIRAMULU,India,8,7,4739.00,4359.00,0.000000
IN,ODISHA,BHUBANESWARB,India,1,1,771.00,771.00,0.000000
IN,GOA,QUEPEM,India,20,22,13335.00,12958.00,0.010000
IN,UTTAR PRADESH,MAWANA MEERUT,India,1,0,350.48,0.00,0.000000
IN,UTTAR PRADESH,GHAZIYABAD,India,2,1,416.00,416.00,0.000000
IN,KARNATAKA,CHINTAMANI,India,11,11,6300.14,5703.00,0.000000
IN,KERALA,PARASSALA,India,4,3,1779.00,1779.00,0.000000
IN,TELANGANA,NARSAMPET,India,6,6,3812.00,3812.00,0.000000
IN,WEST BENGAL,MATLA,India,5,5,2727.00,2727.00,0.000000
IN,KERALA,KIZHUPARAMBA,India,3,3,1981.00,1981.00,0.000000
IN,KERALA,POTTORE,India,9,9,6776.00,6776.00,0.000000
IN,MAHARASHTRA,KANDIVALI EAST MUMBAI,India,3,3,2011.00,2011.00,0.000000
IN,RAJASTHAN,MANDAWA,India,3,2,1356.00,1356.00,0.000000
IN,ANDHRA PRADESH,DARSI,India,2,2,862.00,862.00,0.000000
IN,HARYANA,GURGOAN,India,1,1,1163.00,1163.00,0.000000
IN,ANDHRA PRADESH,DOWLESWARAM,India,6,6,3936.00,3936.00,0.000000
IN,ODISHA,PALURGADA,India,1,1,699.00,699.00,0.000000
CANADA,OH,COLUMBUS,North America,272,799,254638.14,248104.35,0.120000
IN,TELANGANA,"MAKTHAL,NARAYANPET DIST",India,4,4,1949.00,1949.00,0.000000
IN,ODISHA,JSPL TOWN ANUGUL TOWNSHIP,India,1,1,363.00,363.00,0.000000
IN,MEGHALAYA,UMLING,India,2,2,966.00,966.00,0.000000
IN,ANDHRA PRADESH,TANUKU,India,17,19,10085.00,10085.00,0.000000
IN,TELANGANA,PEDAPALLI,India,1,1,736.00,736.00,0.000000
IN,RAJASTHAN,KAPRAIN,India,1,1,1354.00,1354.00,0.000000
IN,KERALA,"ATTINGAL,  KOCHALUMOODU",India,1,1,459.00,459.00,0.000000
IN,TELANGANA,ELGAID,India,1,1,301.00,301.00,0.000000
IN,MADHYA PRADESH,BURHANPUR,India,10,16,10960.25,8664.00,0.010000
IN,KERALA,"KADAPARA, TIRUVALLA",India,1,1,1473.00,1473.00,0.000000
IN,TAMIL NADU,KILAPAVOOR,India,1,1,241.00,241.00,0.000000
IN,UTTARAKHAND,BHIMTAAL,India,13,9,6368.00,5769.00,0.000000
IN,MAHARASHTRA,KODOLI PANHALA,India,1,1,635.00,635.00,0.000000
IN,BIHAR,MUZAFFARPUR,India,105,88,70165.85,61253.00,0.030000
IN,MAHARASHTRA,PACHORA,India,4,4,2306.00,2306.00,0.000000
IN,MAHARASHTRA,DOMBIVLI (EAST),India,3,3,1392.00,1392.00,0.000000
IN,KERALA,NANMANDA,India,4,3,1554.38,1262.00,0.000000
IN,ANDHRA PRADESH,"SATTENAPALLI(MD),GUNTUR(DT)",India,2,2,1488.00,744.00,0.000000
IN,GOA,REIS MAGOS,India,6,6,3672.00,3672.00,0.000000
IN,GUJARAT,KARJAN,India,2,2,1619.00,1619.00,0.000000
IN,TELANGANA,MIRYAGUDEM,India,1,1,376.00,376.00,0.000000
IN,MAHARASHTRA,"AMBARNATH, WEST",India,1,1,744.00,744.00,0.000000
AUSTRALIA,NY,NEW YORK,Asia-Pacific,210,636,199294.42,196423.21,0.090000
IN,UTTAR PRADESH,AFZALGARH,India,2,2,1708.00,1708.00,0.000000
IN,MAHARASHTRA,RISOD,India,2,2,828.00,828.00,0.000000
IN,RAJASTHAN,KISHANGARH (AJMER),India,1,1,546.00,546.00,0.000000
IN,ODISHA,"BHUBANESWAR,",India,1,0,1359.82,0.00,0.000000
IN,JAMMU & KASHMIR,BHALWAL,India,3,3,2311.00,2311.00,0.000000
IN,TAMIL NADU,CHENGELPET,India,2,0,475.24,0.00,0.000000
IN,HIMACHAL PRADESH,JUNGA,India,1,1,597.00,597.00,0.000000
IN,TELANGANA,SIRCILLA,India,6,5,2747.00,2747.00,0.000000
IN,ANDHRA PRADESH,ULAVAPADU,India,2,2,1486.00,1486.00,0.000000
IN,KERALA,"RAJAGIRI VALLEY P O, KAKKANAD",India,1,1,771.00,771.00,0.000000
IN,MANIPUR,SEKMAI BAZAR,India,1,1,771.00,771.00,0.000000
IN,DELHI,PITAMPURA,India,1,2,698.00,698.00,0.000000
IN,MAHARASHTRA,VILE BHAGAD MIDC,India,1,1,999.00,999.00,0.000000
IN,JHARKHAND,SERAIKELLA,India,1,0,427.62,0.00,0.000000
IN,JHARKHAND,CHARHI,India,1,1,665.00,665.00,0.000000
IN,MAHARASHTRA,SHIRUR KASAR,India,1,1,852.00,852.00,0.000000
IN,GUJARAT,KANDLA,India,2,2,2198.00,2198.00,0.000000
IN,GOA,"NUVEM.   ( DO NOT RING THE DOOR BELL, CALL B4 COMG",India,4,6,3645.00,3645.00,0.000000
IN,MAHARASHTRA,FORT (MUMBAI),India,1,1,499.00,499.00,0.000000
IN,MAHARASHTRA,VAIBHAWADI,India,2,2,1089.00,1089.00,0.000000
IN,TELANGANA,MUSHEERABAD,India,1,1,399.00,399.00,0.000000
IN,WEST BENGAL,"KOLKATA,SINTHI",India,1,1,885.00,885.00,0.000000
IN,ASSAM,"KATHIATOLI,NAGAON",India,1,0,734.29,0.00,0.000000
IN,ANDHRA PRADESH,"ATMAKUR, MANGALAGIRI",India,1,1,363.00,363.00,0.000000
IN,WEST BENGAL,SWARUPNAGAR PS,India,1,1,677.00,677.00,0.000000
IN,MAHARASHTRA,SONPETH,India,1,1,471.00,471.00,0.000000
IN,HIMACHAL PRADESH,GAGRET,India,2,2,918.00,918.00,0.000000
IN,GUJARAT,AHMEDABAD 380014,India,1,1,459.00,459.00,0.000000
IN,TAMIL NADU,SULAKKARAI MEDU,India,1,1,696.00,696.00,0.000000
IN,KERALA,N. PARAVUR,India,1,1,487.00,487.00,0.000000
IN,GUJARAT,AHMDABAD,India,1,1,653.00,653.00,0.000000
IN,BIHAR,BANMANKHI BAZAR,India,1,0,1194.64,0.00,0.000000
IN,WEST BENGAL,"HALDIA, PURBA MEDINIPUR",India,1,1,725.00,725.00,0.000000
IN,GUJARAT,VADALI,India,1,1,1442.00,1442.00,0.000000
IN,KERALA,VIA KALLIASSERI,India,1,1,469.00,469.00,0.000000
IN,ANDHRA PRADESH,T.NARASAPURAM MANDALAM,India,1,1,359.00,359.00,0.000000
IN,MAHARASHTRA,PUNE 411030,India,1,1,588.00,588.00,0.000000
IN,UTTARAKHAND,KALADHUNGI,India,41,37,29184.96,23632.00,0.010000
IN,PUNJAB,HOSHIARPUR-146111,India,1,1,567.00,567.00,0.000000
IN,KERALA,"KAYAMKULAM,ALAPPUZHA",India,1,1,399.00,399.00,0.000000
IN,WEST BENGAL,BELDANGA,India,4,4,2907.00,2186.00,0.000000
IN,MAHARASHTRA,ALIBAG,India,10,9,5212.67,4227.00,0.000000
IN,ASSAM,JAGIROAD,India,1,1,1075.00,1075.00,0.000000
IN,KERALA,"KAKKANAD,ERNAKULAM",India,1,1,363.00,363.00,0.000000
IN,KARNATAKA,BAJPE,India,1,1,399.00,399.00,0.000000
IN,KARNATAKA,SAKLESHPUR,India,4,3,2784.62,1171.00,0.000000
IN,UTTARAKHAND,HALDWANI. (DISTRICT: NAINITAL),India,1,1,421.00,421.00,0.000000
IN,ANDHRA PRADESH,PILERU,India,14,13,11020.82,9661.00,0.010000
IN,UTTAR PRADESH,FIROZABAD,India,12,12,8907.00,7389.00,0.000000
IN,TAMIL NADU,VELLORE DISTRICT,India,4,2,1944.10,1406.00,0.000000
INDIA,AZ,PHOENIX,Global,697,2097,651651.66,632524.86,0.310000
IN,KERALA,"AZHIKODE ,KANNUR",India,2,2,1467.00,1467.00,0.000000
IN,TELANGANA,MY HOME INDUSTRIES PVT LTD,India,1,1,405.00,405.00,0.000000
IN,UTTAR PRADESH,TANDA AMBEDKAR NAGAR DISTRICT,India,3,4,3281.00,3281.00,0.000000
IN,PUNJAB,BARNALA,India,7,6,4457.00,4081.00,0.000000
IN,KARNATAKA,RIPPONPETE,India,1,1,751.00,751.00,0.000000
IN,TAMIL NADU,VELLORE,India,167,167,104361.53,98968.00,0.050000
IN,KARNATAKA,"HIRIYUR, CHITRADURGA DISTRICT",India,1,1,999.00,999.00,0.000000
UNITED KINGDOM,TX,HOUSTON,Europe,230,689,209248.54,200452.99,0.100000
IN,HIMACHAL PRADESH,BADDI,India,12,9,5636.19,5240.00,0.000000
IN,KERALA,"CHENGANNUR, ALAPPUZHA DISTRICT",India,2,3,1962.00,1962.00,0.000000
IN,KERALA,SULTAN BATHERY,India,1,1,721.00,721.00,0.000000
IN,ANDHRA PRADESH,NARASANNAPETA,India,3,3,1652.00,1652.00,0.000000
IN,TAMIL NADU,POLUR TIRUVANNAMALAI,India,1,1,399.00,399.00,0.000000
IN,UTTAR PRADESH,FATEHPUR BARA BANKI DISTRICT,India,2,2,1356.00,1356.00,0.000000
IN,TELANGANA,WANAPARTHY,India,12,11,6996.00,6296.00,0.000000
IN,ANDHRA PRADESH,NELLORE DISTRICT,India,2,1,476.00,476.00,0.000000
IN,MAHARASHTRA,BID,India,8,8,4520.00,4520.00,0.000000
IN,WEST BENGAL,"BALLY, BALLY STATION",India,1,1,435.00,435.00,0.000000
IN,MADHYA PRADESH,DEWAS,India,21,20,11361.95,10224.00,0.010000
IN,UTTAR PRADESH,DHAURA TANDA,India,2,3,2086.00,2086.00,0.000000
IN,GUJARAT,CHANDKHEDA,India,2,2,1003.00,1003.00,0.000000
IN,UTTAR PRADESH,VRINDAVAN- 281121,India,1,0,0.00,0.00,0.000000
IN,DELHI,NAJAFGARH,India,3,4,3600.00,3600.00,0.000000
IN,HIMACHAL PRADESH,DISTRICT MANDI,India,2,2,1730.00,1730.00,0.000000
IN,RAJASTHAN,KEKRI,India,2,2,938.00,938.00,0.000000
IN,ANDHRA PRADESH,BANAGANAPALLI,India,1,1,353.00,0.00,0.000000
IN,GUJARAT,NEAR BPTP ASTAIRE GARDEN/M3M ESCALA,India,2,2,1676.00,1676.00,0.000000
IN,UTTAR PRADESH,SHIKOHABAD,India,8,5,3019.86,2357.00,0.000000
IN,ANDHRA PRADESH,MOVVA. MANDAL,India,1,1,1137.00,1137.00,0.000000
IN,DELHI,DWARKA,India,10,10,7171.00,7171.00,0.000000
IN,BIHAR,ARERAJ,India,4,6,4963.00,4963.00,0.000000
IN,PUNJAB,"RAYYA, AMRITSAR",India,1,0,0.00,0.00,0.000000
IN,MADHYA PRADESH,KHAJURAHO,India,6,7,5402.00,3267.00,0.000000
IN,MAHARASHTRA,PUNE 411060,India,1,1,491.00,491.00,0.000000
IN,TELANGANA,CHELPUR,India,1,1,659.00,659.00,0.000000
IN,JHARKHAND,CHATRA,India,3,3,2030.00,2030.00,0.000000
IN,DELHI,VIPIN GARDEN,India,1,1,1115.00,1115.00,0.000000
IN,GOA,GOA VELHA,India,8,8,5799.00,5799.00,0.000000
IN,BIHAR,PURNEA,India,7,5,6042.06,3252.00,0.000000
IN,UTTAR PRADESH,"MOGRA BADSHAHPUR, JAUNPUR",India,1,1,788.00,788.00,0.000000
IN,HIMACHAL PRADESH,KALA AMB,India,1,1,357.00,357.00,0.000000
IN,KARNATAKA,GIRINAGAR 4TH PHASE,India,1,1,743.00,743.00,0.000000
IN,KARNATAKA,SIRALKOPPA,India,2,2,1479.00,1479.00,0.000000
IN,ODISHA,CHIKITI,India,1,1,493.00,493.00,0.000000
IN,BIHAR,MUZAFFARPURINDIA,India,1,1,635.00,635.00,0.000000
IN,MAHARASHTRA,WASHIM,India,8,8,4614.00,4238.00,0.000000
IN,ASSAM,SONITPUR,India,1,1,665.00,665.00,0.000000
IN,MAHARASHTRA,PALGHAR( EAST),India,1,1,999.00,999.00,0.000000
IN,WEST BENGAL,DIAMOND HARBOUR,India,9,9,5531.00,5531.00,0.000000
IN,MAHARASHTRA,BHANDARA MIDC,India,1,1,435.00,0.00,0.000000
IN,WEST BENGAL,BURDWAN,India,73,71,47613.96,44781.00,0.020000
IN,MAHARASHTRA,AMBEJOGAI,India,6,9,6144.00,6144.00,0.000000
IN,HIMACHAL PRADESH,SANTOKHGARH,India,2,5,2099.00,2099.00,0.000000
IN,TAMIL NADU,MUTHUR,India,1,1,468.00,468.00,0.000000
